2025-12-30 21:50:56 | Experiment | INFO | experiment.py:154 | [exp1-fiqa-rag-colab:Experiment] Experiment exp1-fiqa-rag-colab created with Experiment ID: 1 at /content/rapidfireai/rapidfire_experiments/exp1-fiqa-rag-colab
2025-12-30 22:59:02 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2025-12-30 22:59:02 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2025-12-30 22:59:02 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-12-30 22:59:04 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2025-12-30 22:59:04 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2025-12-30 22:59:04 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2025-12-30 22:59:04 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2025-12-30 23:03:35 | Controller | INFO | controller.py:951 | [exp1-fiqa-rag-colab:Controller] Pipeline 1 completed all 4 shards
2025-12-30 23:03:35 | Controller | INFO | controller.py:1003 | [exp1-fiqa-rag-colab:Controller] Pipeline 1 completed shard 3 (56 batches, 271.33s)
2025-12-30 23:03:35 | Controller | INFO | controller.py:1105 | [exp1-fiqa-rag-colab:Controller] Scheduling pipeline 2 (Pipeline 2) on actor 0 for shard 3 (56 batches)
2025-12-30 23:03:35 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Reusing existing inference engine (config hash: 2acc9e30)
2025-12-30 23:03:35 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2025-12-30 23:03:35 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2025-12-30 23:03:35 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-12-30 23:03:37 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2025-12-30 23:03:37 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2025-12-30 23:03:37 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2025-12-30 23:03:37 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2025-12-30 23:08:30 | Controller | INFO | controller.py:951 | [exp1-fiqa-rag-colab:Controller] Pipeline 2 completed all 4 shards
2025-12-30 23:08:30 | Controller | INFO | controller.py:1003 | [exp1-fiqa-rag-colab:Controller] Pipeline 2 completed shard 3 (56 batches, 292.83s)
2025-12-30 23:08:30 | Controller | INFO | controller.py:1105 | [exp1-fiqa-rag-colab:Controller] Scheduling pipeline 3 (Pipeline 3) on actor 0 for shard 3 (56 batches)
2025-12-30 23:08:30 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Reusing existing inference engine (config hash: 2acc9e30)
2025-12-30 23:08:30 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2025-12-30 23:08:30 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2025-12-30 23:08:30 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-12-30 23:08:32 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2025-12-30 23:08:32 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2025-12-30 23:08:32 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2025-12-30 23:08:32 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2025-12-30 23:13:14 | Controller | INFO | controller.py:951 | [exp1-fiqa-rag-colab:Controller] Pipeline 3 completed all 4 shards
2025-12-30 23:13:14 | Controller | INFO | controller.py:1003 | [exp1-fiqa-rag-colab:Controller] Pipeline 3 completed shard 3 (56 batches, 281.84s)
2025-12-30 23:13:14 | Controller | INFO | controller.py:1105 | [exp1-fiqa-rag-colab:Controller] Scheduling pipeline 4 (Pipeline 4) on actor 0 for shard 3 (56 batches)
2025-12-30 23:13:14 | QueryProcessingActor-0 | INFO | query_actor.py:143 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Reusing existing inference engine (config hash: 2acc9e30)
2025-12-30 23:13:14 | QueryProcessingActor-0 | INFO | query_actor.py:162 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Using CPU-based FAISS for retrieval (avoids GPU memory conflicts)
2025-12-30 23:13:14 | QueryProcessingActor-0 | INFO | query_actor.py:169 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Deserializing FAISS index for this actor...
2025-12-30 23:13:14 | sentence_transformers.SentenceTransformer | INFO | SentenceTransformer.py:227 | Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2
2025-12-30 23:13:15 | QueryProcessingActor-0 | INFO | query_actor.py:178 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Recreated embedding function: HuggingFaceEmbeddings
2025-12-30 23:13:15 | QueryProcessingActor-0 | INFO | query_actor.py:187 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Created independent FAISS vector store for this actor
2025-12-30 23:13:15 | QueryProcessingActor-0 | INFO | query_actor.py:196 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Recreated retriever with search_type=similarity
2025-12-30 23:13:15 | QueryProcessingActor-0 | INFO | query_actor.py:218 | [exp1-fiqa-rag-colab:QueryProcessingActor-0] Recreated RAG spec with retriever and template
2025-12-30 23:18:42 | Controller | INFO | controller.py:951 | [exp1-fiqa-rag-colab:Controller] Pipeline 4 completed all 4 shards
2025-12-30 23:18:43 | Controller | INFO | controller.py:1003 | [exp1-fiqa-rag-colab:Controller] Pipeline 4 completed shard 3 (56 batches, 326.90s)
2025-12-30 23:18:43 | Controller | INFO | controller.py:1069 | [exp1-fiqa-rag-colab:Controller] All pipelines completed all shards!
2025-12-30 23:18:43 | Controller | INFO | controller.py:534 | [exp1-fiqa-rag-colab:Controller] Computing final metrics for all pipelines...
2025-12-30 23:18:43 | Controller | INFO | controller.py:639 | [exp1-fiqa-rag-colab:Controller] Pipeline 1 (Pipeline 1) completed successfully
2025-12-30 23:18:43 | Controller | INFO | controller.py:639 | [exp1-fiqa-rag-colab:Controller] Pipeline 2 (Pipeline 2) completed successfully
2025-12-30 23:18:43 | Controller | INFO | controller.py:639 | [exp1-fiqa-rag-colab:Controller] Pipeline 3 (Pipeline 3) completed successfully
2025-12-30 23:18:43 | Controller | INFO | controller.py:639 | [exp1-fiqa-rag-colab:Controller] Pipeline 4 (Pipeline 4) completed successfully
2025-12-30 23:19:44 | ExperimentUtils | INFO | experiment_utils.py:179 | [exp1-fiqa-rag-colab:ExperimentUtils] Reset experiment states - marked ongoing pipelines, contexts, and tasks as failed
2025-12-30 23:19:44 | ExperimentUtils | INFO | experiment_utils.py:187 | [exp1-fiqa-rag-colab:ExperimentUtils] Experiment marked as cancelled. Ongoing pipelines, contexts, and tasks have been marked as failed.
2025-12-30 23:19:44 | ExperimentUtils | INFO | experiment_utils.py:153 | [exp1-fiqa-rag-colab:ExperimentUtils] Experiment exp1-fiqa-rag-colab ended
2025-12-30 23:19:45 | Experiment | INFO | experiment.py:536 | [exp1-fiqa-rag-colab:Experiment] All actors shut down
2025-12-30 23:19:45 | Experiment | INFO | experiment.py:537 | [exp1-fiqa-rag-colab:Experiment] Dispatcher will automatically shut down (daemon thread)
